Dataset Name,Size After pre-processing,Size After selecting top genes,Cluster Algo,top_genes,Base ARI,ARI_scVI,ARI_gimVI,ARI_tangram,Base NMI,NMI_scVI,NMI_gimVI,NMI_tangram,Base AMI,AMI_scVI,AMI_gimVI,AMI_tangram,Base HOMO,HOMO_scVI,HOMO_gimVI,HOMO_tangram,Raw zero Exp val (%),scVI zero Exp val (%),gimVI zero Exp val (%),tangram zero Exp val (%),scVI Runtime (s),gimVI Runtime (s),tangram Runtime (s),scVI Memory (MB),gimVI Memory (MB),tangram Memory (MB)
151510_visium_processed.h5ad,3722x15511,3722x5000,Leiden,5000,0.1722951631043541,0.1269423244839822,0.1637272152812805,0.1310848728386655,0.3114585844539469,0.2470018655724665,0.3313187998070457,0.2626863493661862,0.3092864659156714,0.2441752523499317,0.3283123512509078,0.2603564554994315,0.3383733167791707,0.2902595715597605,0.4019525991265245,0.2850976468320029,93.07416980118217,0.0,0.0,0.0,325.22303223609924,547.4546439647675,24.11810564994812,198.1512651443481,749.0844812393188,1047.6494054794312
151510_visium_processed.h5ad,3722x15511,3722x15511,Leiden,all,0.2732746814726996,0.166712434320404,0.2453978391306598,0.2288748325751777,0.4367327141080689,0.2983274144081861,0.4347754534159022,0.3837316222889644,0.4349418994771786,0.295444543415177,0.4324634145351222,0.3816070209084147,0.4716866079815535,0.3565836174746184,0.5214029973084356,0.4361349376871489,90.5192432293374,0.0,0.0,0.0,365.6150240898132,664.1917009353638,67.40910029411316,498.7316217422485,2095.2831687927246,2697.9134492874146
151669_visium_processed.h5ad,1333x14539,1333x2000,Leiden,2000,0.1889410744055987,0.0697288329873286,0.1537361982442179,0.1643609398416818,0.2281067649595207,0.1251125168542197,0.2443103101980859,0.1840536904901956,0.2220426452215632,0.1197722877741545,0.2392453675578127,0.17833547993537,0.2756387038225238,0.147751550701568,0.3005668104526387,0.2183020073337476,89.6198799699925,0.0,0.0,0.0,124.0140163898468,210.23564624786377,4.010603427886963,73.69873142242432,195.7149248123169,368.2519369125366
151669_visium_processed.h5ad,1333x14539,1333x5000,Leiden,5000,0.2504091879826193,0.1138742193159902,0.2232010946193068,0.2498446878101387,0.3239564139433104,0.1578676013629529,0.3232711465700281,0.2950478721783074,0.3196166750259714,0.1527374706129174,0.3189799101107265,0.2907371328733751,0.3707430344467637,0.1867276719166766,0.3721893098840061,0.3478769413957766,86.08651162790697,0.0,0.0,0.0,123.32013249397278,215.29739928245544,6.431571006774902,106.1577320098877,335.742956161499,541.4129066467285
151669_visium_processed.h5ad,1333x14539,1333x14539,Leiden,all,0.4057863709829366,0.1959894907397347,0.2396548574889115,0.3488664574664041,0.439738752634611,0.24620087371351,0.3627994242715886,0.3963315485998657,0.4370000915665345,0.2410847513608791,0.3589454968791545,0.3925600308219041,0.4628535316592505,0.2995346148158535,0.4319561153922201,0.4587934843073668,84.28691188203888,0.0,0.0,0.0,135.60525035858154,256.58553743362427,15.067198753356934,206.369815826416,774.9214429855347,1083.2751941680908
151670_visium_processed.h5ad,1102x13923,1102x2000,Leiden,2000,0.1916764134017187,0.0623840470054612,0.1483074752634047,0.1927356830790163,0.2160251414125739,0.1128155465027083,0.2166740634010833,0.2093031004379144,0.2105884411196671,0.1049861962253419,0.2105653852909001,0.2038113692093728,0.258972189665497,0.1438650402576241,0.2704811126381498,0.2504226934035112,88.31279491833031,0.0,0.0,0.0,98.4055016040802,160.70997762680054,3.280833959579468,70.20122051239014,179.54199409484863,257.8872804641724
151670_visium_processed.h5ad,1102x13923,1102x5000,Leiden,5000,0.2437529899717292,0.1180103142267,0.2294384655708833,0.2228174254083469,0.327922672616558,0.1913887828540526,0.3035950574040498,0.3082768686289825,0.3232529534880439,0.1851007501768273,0.2987457185224171,0.3022996752169057,0.3923046798468613,0.2395026744102396,0.3628966075533572,0.3981079780751244,85.78909255898367,0.0,0.0,0.0,102.55154967308044,170.57036209106445,5.628143548965454,97.639310836792,295.7702798843384,391.5874614715576
151670_visium_processed.h5ad,1102x13923,1102x13923,Leiden,all,0.3668379475924198,0.1947504277896171,0.2637848293525077,0.2677879270791924,0.4374245366541835,0.2603940877471154,0.3784751891276033,0.4070689422508414,0.4340793692283582,0.2546117979170529,0.3736744925262351,0.4024783654836396,0.506218850806179,0.3241562762811129,0.4755799129069676,0.5107074208457247,84.28352307929548,0.0,0.0,0.0,111.60018944740295,202.9056251049041,11.710391283035278,176.46425437927246,635.6834869384766,912.822892189026
151671_visium_processed.h5ad,1808x14976,1808x2000,Leiden,2000,0.150169882615275,0.1434459080413909,0.1846094049668166,0.1534098317792318,0.179088943077855,0.1729372776466577,0.2344006782916969,0.1833127388381112,0.1758216507532218,0.1691754188044108,0.2303157373778077,0.1805318205127941,0.1983329185015,0.1968044577434246,0.2911416029215423,0.1971107785253003,91.2394081858407,0.0,0.0,0.0,158.10629320144653,256.0996427536011,4.898263931274414,80.98799800872803,228.98931503295896,308.45866298675537
151671_visium_processed.h5ad,1808x14976,1808x5000,Leiden,5000,0.1543296039339861,0.1757743161359571,0.2584046385944886,0.1476973130003631,0.1868320022705516,0.2094625816767447,0.3051823142868455,0.1931767542146369,0.1835007438057113,0.2059894220193401,0.3013780358595745,0.1900309598837053,0.2034858752177332,0.2450424839671559,0.3711780360643837,0.2179810471312785,89.58740044247787,0.0,0.0,0.0,160.95606803894043,265.89429235458374,8.864483118057251,123.92744541168211,417.9813070297241,641.9505109786987
151671_visium_processed.h5ad,1808x14976,1808x14976,Leiden,all,0.4789265383765926,0.3109773762247946,0.2956582255405682,0.4160634961963451,0.5265660068184425,0.3647206029588293,0.4577126519986132,0.5062581584847698,0.5249508351387434,0.3615750658980816,0.4543244133126018,0.5040747371287551,0.5651476927170378,0.4347260974533561,0.5955659714285927,0.5891974455764432,86.45083239377695,0.0,0.0,0.0,180.7136850357056,341.6664125919342,22.40524244308472,263.47800064086914,1039.976261138916,1407.5128364562988
151672_visium_processed.h5ad,1848x14816,1848x2000,Leiden,2000,0.176609924036291,0.0946696142151774,0.1551633879615837,0.1726040858534851,0.2078052592301444,0.1641413434972712,0.2516568663899764,0.2181056724190413,0.2047006467363012,0.160029526261301,0.248053940338229,0.2154712850044332,0.2347309484240078,0.1983276720061694,0.3090821092862755,0.2382019004198295,92.00257034632034,0.0,0.0,0.0,162.98618578910828,273.3720827102661,4.874707937240601,81.9290657043457,231.7674531936645,311.87246894836426
151672_visium_processed.h5ad,1848x14816,1848x5000,Leiden,5000,0.1918651371621476,0.1419224724814593,0.2172018813466361,0.2159605127665465,0.2444892702050489,0.2047969303120272,0.3148785277286809,0.2695924639965098,0.241559715894614,0.2009454832168796,0.3118952459813058,0.2667118136902821,0.2789051958741269,0.2502232565524398,0.3736040289324279,0.3036782988829362,89.84482683982684,0.0,0.0,0.0,160.56587743759155,266.842408657074,9.17821168899536,126.24098587036131,424.8436307907105,549.1630029678345
151672_visium_processed.h5ad,1848x14816,1848x14816,Leiden,all,0.4592117331520297,0.3382518825893444,0.2857640060168547,0.3738059782652934,0.5490666824508854,0.3953082855878214,0.4783355756303251,0.504408252408967,0.5475500482820181,0.3922976211001751,0.4748806681641512,0.502268799811393,0.6006012451927009,0.4725053398291767,0.6454576759625376,0.6033540942084492,86.66378645877161,0.0,0.0,0.0,174.5543019771576,341.7482647895813,22.32475972175598,268.0329008102417,1050.3601169586182,1420.1545028686523
151673_visium_processed.h5ad,2890x15274,2890x2000,Leiden,2000,0.2014872637524056,0.1305409760853328,0.1568944422719327,0.1840428910092439,0.2897238577963504,0.1949915361969738,0.2869863043882017,0.281154638980705,0.2866242176244687,0.1915404051344467,0.2831169644164462,0.2776261337620062,0.3042647413885402,0.208004919341495,0.3332278757858998,0.2998320022169877,93.9939446366782,0.0,0.0,0.0,256.5466103553772,424.9200301170349,8.411349296569824,98.66869354248048,304.7109794616699,502.0384645462036
151673_visium_processed.h5ad,2890x15274,2890x5000,Leiden,5000,0.209594588526307,0.1352569003147788,0.1958228839287877,0.1651538967792482,0.2904686159058244,0.2477379658487776,0.3416332977612867,0.2858717296841869,0.2877013694545556,0.244254694499486,0.3376658785743416,0.28314204172203,0.2981380914664159,0.2752055387810417,0.3942871197346893,0.2986004336969388,92.41686505190312,0.0,0.0,0.0,255.8439874649048,433.1690411567688,15.842514276504517,167.0297784805298,605.1336603164673,870.9244556427002
151673_visium_processed.h5ad,2890x15274,2890x15274,Leiden,all,0.2669614161511932,0.188252456515527,0.2133587921872613,0.2462391029971533,0.436482657054981,0.3376842218574954,0.4006509862431081,0.4092812593654865,0.434324592733393,0.3348787355144857,0.397408063899445,0.4070012650166392,0.455305226233721,0.3641300001316576,0.466352952543554,0.4235113128476221,89.6952439249275,0.0,0.0,0.0,283.15506052970886,524.7892553806305,46.27259540557861,397.9186487197876,1627.4569301605225,2125.877851486206
151674_visium_processed.h5ad,3197x17130,3197x2000,Leiden,2000,0.2032278585349232,0.1872265120944594,0.1523738535856611,0.2445415646331979,0.3219810005830077,0.2519131984061931,0.3168399736237912,0.3103501006749435,0.3192896489719186,0.2482266521752693,0.3130056870116339,0.3076750720920039,0.3354526310269038,0.2903539545888963,0.3796184440259523,0.3297500267277721,89.54601188614326,0.0,0.0,0.0,281.9503643512726,464.0973732471466,6.425485849380493,104.11456108093262,326.22410678863525,427.30036067962646
151674_visium_processed.h5ad,3197x17130,3197x5000,Leiden,5000,0.2551678262634883,0.209481832056065,0.2008556740957119,0.2547326525377209,0.3668837795107165,0.2767052906814845,0.3480562898563835,0.3636114738099537,0.3647217269137955,0.2742254747469853,0.3446331812550565,0.3614378143858147,0.3863307958050841,0.2903065961443054,0.410963626158303,0.3828397555526119,88.6239161714107,0.0,0.0,0.0,283.6167869567871,491.4083533287048,11.906299352645874,180.05970859527588,658.2394723892212,834.7738561630249
151674_visium_processed.h5ad,3197x17130,3197x17130,Leiden,all,0.3327829275094635,0.2849005763919821,0.236585872807522,0.2532705936481641,0.4648618855192864,0.3737101525352436,0.4331837818813581,0.4090430956134288,0.4628476207004333,0.3708295133028971,0.4298186389628437,0.4063716958916831,0.5078616084157622,0.4195137994980636,0.528806124789103,0.4662107802689185,83.9362738089434,0.0,0.0,0.0,330.2261250019073,601.5108828544617,142.32006549835205,486.5793256759644,1993.593955039978,2473.7493867874146
151675_visium_processed.h5ad,2081x15148,2081x2000,Leiden,2000,0.2948610730077696,0.1987973123134992,0.2748910988950744,0.2776160051546669,0.4008294850294261,0.2839574026367062,0.3634211878405034,0.3478829172632274,0.3983592374074768,0.2791043184391861,0.3584653679170403,0.3446871416407056,0.4025145816304658,0.3174875476111574,0.431242259874036,0.3558545786893929,91.64769341662662,0.0,0.0,0.0,187.4187791347504,299.63020372390747,3.899979591369629,85.61547660827637,248.1099557876587,331.8504819869995
151675_visium_processed.h5ad,2081x15148,2081x5000,Leiden,5000,0.4024890888907688,0.2415754559417218,0.2069879574987546,0.2546110550417041,0.4311932126505675,0.3248923780221178,0.3981742995293775,0.3822068796287164,0.4292003372122231,0.3216512983999807,0.3938591342767237,0.3790658179121611,0.4071875017841174,0.3371899592839947,0.4648100251982224,0.3814234494709023,90.28454589139837,0.0,0.0,0.0,189.4656481742859,314.3560428619385,7.324097156524658,134.9824094772339,465.2070999145508,598.8357496261597
151675_visium_processed.h5ad,2081x15148,2081x15148,Leiden,all,0.4464523765176841,0.2839967283523769,0.3456066380865776,0.4046158486776351,0.5356245710642925,0.4303203715522934,0.557360021620349,0.4970615422549312,0.5337057221939606,0.4258184877655774,0.553568883737289,0.4942939635248427,0.5367402268462133,0.5057719884139447,0.6635926428081638,0.5275056722902213,87.35684574063855,0.0,0.0,0.0,209.0502758026123,379.396938085556,17.470046281814575,298.7841339111328,1193.140655517578,1493.4681797027588
151676_visium_processed.h5ad,2220x15434,2220x2000,Leiden,2000,0.2499172387878912,0.2013476050208523,0.1739471357348112,0.2379418976532389,0.3634760698615042,0.2771535428320655,0.3143726823412456,0.3204671996683904,0.360107041008791,0.2721354950626389,0.3090971221437517,0.3168724751324293,0.3774513313981497,0.3146893048410361,0.3831085930861334,0.3328680829642535,91.1452027027027,0.0,0.0,0.0,212.40472149848932,321.73253536224365,4.0568156242370605,87.92690563201904,257.8592777252197,343.7468042373657
151676_visium_processed.h5ad,2220x15434,2220x5000,Leiden,5000,0.2883844545037136,0.2224493384754708,0.2295998490330889,0.279636962590234,0.4191909020459602,0.2987138596480101,0.3749775153963909,0.39499873062924,0.4162368563547547,0.2943875983704916,0.371140178383559,0.3923016204038502,0.448088980153532,0.3392508050628979,0.4274856559640121,0.4113088559100031,89.8412072072072,0.0,0.0,0.0,202.2229895591736,333.86327505111694,7.435065031051636,140.57559204101562,489.2470016479492,628.215386390686
151676_visium_processed.h5ad,2220x15434,2220x15434,Leiden,all,0.3743650166738159,0.2859471312981018,0.2907662765452115,0.3543003603277713,0.5292255706085284,0.4163402946203199,0.4923684343606258,0.4819328492798512,0.526858828367304,0.4123064550869776,0.488433693209975,0.4786784060535611,0.5711274107569629,0.4738518774942612,0.5966164435327987,0.538722310872061,86.43503228510356,0.0,0.0,0.0,244.3922753334045,411.2325391769409,18.68663024902344,323.6351089477539,1287.6128311157229,1609.1109409332275
BRCA1_visium_processed.h5ad,3169x18986,3169x2000,Leiden,2000,0.1726888886199273,0.1327073241671819,0.1180891103580291,0.116656331072993,0.298969567412069,0.2319743097253205,0.2715380546762664,0.2580534857148718,0.2971081553254211,0.2299321934800307,0.2689302197336473,0.2556719976694878,0.4082029432134212,0.3165149831008298,0.4135114781349402,0.3795253322492182,80.38808772483434,0.0,0.0,0.0,276.6764132976532,451.4565854072571,6.071531772613525,103.38383388519289,324.15638542175293,424.8123798370361
BRCA1_visium_processed.h5ad,3169x18986,3169x5000,Leiden,5000,0.1420415281425521,0.1531755911623789,0.1455691748538865,0.154641424495493,0.3180687365398837,0.2890724505430674,0.3287284876230997,0.3222525599267319,0.315631111459736,0.2869364335070794,0.3260713140590452,0.3200863459649647,0.4567794674840114,0.4188809239126733,0.5148498555131339,0.4757967054193589,79.8395203534238,0.0,0.0,0.0,283.86092257499695,496.0087466239929,11.348826885223389,178.38154220581055,653.2855434417725,828.756344795227
BRCA1_visium_processed.h5ad,3169x18986,3169x18986,Leiden,all,0.1831075293571158,0.1464153233225892,0.1236271360714552,0.1735274965020247,0.3799798513982613,0.3164632389563507,0.3170563229696936,0.3736871066149155,0.3775634817692598,0.3139738471938766,0.314111841419957,0.3711518347783935,0.5701470357239782,0.4742949346717818,0.5095229798036394,0.5726885285845186,73.21318324039866,0.0,0.0,0.0,328.7304139137268,647.4497249126434,38.86852240562439,524.030722618103,2179.713270187378,2700.9372730255127
