Dataset Name,Size After pre-processing,Size After selecting top genes,Cluster Algo,top_genes,Base ARI,ARI_magic,ARI_knn,ARI_softimpute,ARI_simpleimpute,Base NMI,NMI_magic,NMI_knn,NMI_softimpute,NMI_simpleimpute,Base AMI,AMI_magic,AMI_knn,AMI_softimpute,AMI_simpleimpute,Base HOMO,HOMO_magic,HOMO_knn,HOMO_softimpute,HOMO_simpleimpute,Raw zero Exp val (%),magic zero Exp val (%),knn zero Exp val (%),softimpute zero Exp val (%),simpleimpute zero Exp val (%),magic Runtime (s),knn Runtime (s),softimpute Runtime (s),simpleimpute Runtime (s),magic Memory (MB),knn Memory (MB),softimpute Memory (MB),simpleimpute Memory (MB)
151510_visium_processed.h5ad,3722x15511,3722x5000,Leiden,5000,0.169745325,0.087064992,0.172295163,0.151013885,0.212846318,0.311324088,0.266014433,0.311458584,0.249571825,0.316137198,0.309158197,0.261701835,0.309286466,0.247423384,0.31422875,0.339232425,0.338954126,0.338373317,0.256587547,0.332443604,93.0741698,0.157614186,93.0741698,0.0,0.0,6.266992569,0.228277683,42.48486257,0.678672314,398.9303827,248.6586609,530.6676111,503.2561607
151510_visium_processed.h5ad,3722x15511,3722x15511,Leiden,all,0.273274681,0.127392946,0.270501982,0.099447018,0.172189669,0.436732714,0.341005386,0.431606913,0.214365699,0.284738598,0.434941899,0.337292505,0.429813678,0.211635324,0.282587081,0.471686608,0.448023016,0.46902617,0.241902184,0.28384567,16.12425239,0.167233245,16.12425239,0.0,0.0,10.02987957,0.790989876,135.5511563,2.479261875,1000.365934,771.0830641,1623.413533,1527.068331
151669_visium_processed.h5ad,1333x14539,1333x2000,Leiden,2000,0.191092324,0.11925275,0.188941074,0.116422826,0.243011878,0.235978919,0.213605224,0.228106765,0.211469336,0.323448142,0.230091557,0.207091662,0.222042645,0.206600052,0.319732234,0.289197634,0.270555783,0.275638704,0.24707733,0.363513187,89.61987997,0.0,89.61987997,0.0,0.0,0.78375268,0.05107522,8.522377491,0.117541313,57.75672722,35.61666107,74.74197102,70.03461075
151669_visium_processed.h5ad,1333x14539,1333x5000,Leiden,5000,0.252774311,0.181301234,0.250409188,0.091412263,0.2616237,0.333034335,0.276381048,0.323956414,0.167496715,0.301388093,0.328764534,0.270959445,0.319616675,0.163012142,0.296980064,0.3814896,0.344080035,0.370743034,0.191594784,0.345693605,86.08651163,0.0,86.08651163,0.0,0.0,1.044409275,0.082207918,15.34713411,0.280390501,120.0606251,89.03482056,183.0417871,169.7824898
151669_visium_processed.h5ad,1333x14539,1333x14539,Leiden,all,0.405786371,0.174482201,0.387418352,0.099543275,0.238995858,0.439738753,0.312485161,0.434869444,0.175804165,0.317812088,0.437000092,0.306432694,0.431331295,0.170638759,0.313113297,0.462853532,0.406816054,0.501819776,0.202895667,0.381973143,84.28691188,0.0,84.28691188,0.0,0.0,1.863547325,0.177718878,42.80835986,0.733154297,318.1608696,259.0276461,526.6457653,485.3725815
151670_visium_processed.h5ad,1102x13923,1102x2000,Leiden,2000,0.191676413,0.110648028,0.191676413,0.088342718,0.218664199,0.216025141,0.199711905,0.216025141,0.172999394,0.256142707,0.210588441,0.19224779,0.210588441,0.166449736,0.251723329,0.25897219,0.268681416,0.25897219,0.213224013,0.296708792,88.31279492,0.0,88.31279492,0.0,0.0,0.630816936,0.039346457,7.080154896,0.113766432,45.98886299,29.44829559,61.37850285,57.25494766
151670_visium_processed.h5ad,1102x13923,1102x5000,Leiden,5000,0.232899817,0.122981517,0.24375299,0.072510809,0.194069342,0.322077525,0.253376767,0.327922673,0.159723783,0.244949624,0.317378591,0.247024816,0.323252953,0.153195841,0.239690304,0.386030789,0.331154797,0.39230468,0.199898633,0.292687321,85.78909256,0.0,85.78909256,0.0,0.0,0.990844727,0.072635651,12.84414744,0.225812674,97.71589756,73.61390686,151.0983028,140.0407372
151670_visium_processed.h5ad,1102x13923,1102x13923,Leiden,all,0.366837948,0.161256637,0.366135352,0.073989423,0.224223588,0.437424537,0.313178423,0.422353121,0.151655152,0.336334281,0.434079369,0.306177265,0.418889449,0.144305389,0.331118831,0.506218851,0.430773373,0.48529237,0.195644863,0.417114775,84.28352308,0.0,84.28352308,0.0,0.0,1.496835232,0.173709631,32.86755252,0.583052635,251.5719528,205.118041,416.9571905,384.3538609
151671_visium_processed.h5ad,1808x14976,1808x2000,Leiden,2000,0.154618133,0.089332877,0.150169883,0.153557331,0.271230434,0.183463517,0.170039116,0.179088943,0.292107627,0.334383726,0.180210792,0.164350954,0.175821651,0.288941003,0.33284689,0.203012145,0.221590357,0.198332919,0.336086038,0.317168905,91.23940819,0.0,91.23940819,0.0,0.0,1.219649076,0.057588339,11.32614374,0.169674635,84.52295876,48.30052948,102.219182,96.2976799
151671_visium_processed.h5ad,1808x14976,1808x5000,Leiden,5000,0.151595027,0.099977735,0.154329604,0.152181254,0.271706407,0.193404697,0.162383478,0.186832002,0.293277981,0.301748391,0.190216001,0.157521939,0.183500744,0.290112258,0.29901692,0.215523313,0.206423001,0.203485875,0.336969005,0.339392755,89.58740044,0.0,89.58740044,0.0,0.0,1.616022348,0.090618372,22.04933882,0.336721182,168.5715647,120.7444916,253.0413055,237.4121008
151671_visium_processed.h5ad,1808x14976,1808x14976,Leiden,all,0.4789265383765926,0.2401553382974242,0.478136864937715,0.1708577591687825,0.3084413475196139,0.5265660068184425,0.3955186514194647,0.5265780666554971,0.2921869354253873,0.3624559042021199,0.5249508351387434,0.3911369011025888,0.5249620596964171,0.28869381735287,0.3599568594326357,0.5651476927170378,0.5277746091636535,0.5648624254107568,0.3488126326720757,0.4069786327266326,86.45083239377695,0.0001144899686105,86.45083239377695,0.0,0.0,2.9584972858428955,0.2648632526397705,60.81600499153137,1.043299674987793,448.0307569503784,361.78521728515625,744.6581573486328,691.3047904968262
151672_visium_processed.h5ad,1848x14816,1848x2000,Leiden,2000,0.176220096,0.102278666,0.176609924,0.120943197,0.228615763,0.207138857,0.204846145,0.207805259,0.256694188,0.306979003,0.203989921,0.199436847,0.204700647,0.253764591,0.304663306,0.231343328,0.270937202,0.234730948,0.288424528,0.33787877,92.00257035,0.0,92.00257035,0.0,0.0,1.306762218,0.076608419,11.45169902,0.190884352,86.91662598,49.36825562,104.9059572,99.21255398
151672_visium_processed.h5ad,1848x14816,1848x5000,Leiden,5000,0.195464745,0.121058209,0.191865137,0.124294755,0.212681214,0.244888898,0.224480878,0.24448927,0.252971613,0.301395473,0.241929992,0.219971557,0.241559716,0.249712302,0.299048391,0.276575969,0.287674684,0.278905196,0.299626218,0.33002887,89.84482684,0.0,89.84482684,0.0,0.0,1.745619774,0.124563932,21.70417452,0.381441116,172.7945166,123.4143906,259.0008402,243.2019691
151672_visium_processed.h5ad,1848x14816,1848x14816,Leiden,all,0.4592117331520297,0.2232450578538061,0.4494410357340356,0.109259894045559,0.2883706108398149,0.5490666824508854,0.4105255523075401,0.5421743283064707,0.2442046324289752,0.4135654043081227,0.5475500482820181,0.4063256507617258,0.5406395009797453,0.2401626702069085,0.4106968597075823,0.6006012451927009,0.5598868264714159,0.5948868289599167,0.304847269239629,0.5012338204163189,86.66378645877161,0.0001241783774181,86.66378645877161,0.0,0.0,3.5399281978607178,0.2949585914611816,63.55196976661682,1.1003072261810305,453.77216720581055,365.8341369628906,753.8943510055542,700.3731803894043
151673_visium_processed.h5ad,2890x15274,2890x2000,Leiden,2000,0.192031369,0.120532157,0.201487264,0.122178982,0.158042548,0.28130124,0.263224365,0.289723858,0.221047609,0.254253639,0.2781437,0.258030722,0.286624218,0.218102676,0.251297277,0.294391719,0.322997227,0.304264741,0.233303639,0.260775077,93.99394464,0.019913495,93.99394464,0.0,0.0,2.226078987,0.111615181,15.85459256,0.256909609,94.62662888,77.19265747,165.732151,157.6559134
151673_visium_processed.h5ad,2890x15274,2890x5000,Leiden,5000,0.196362025,0.137224891,0.209594589,0.108087391,0.179053256,0.283466158,0.300499137,0.290468616,0.194681113,0.291970126,0.280681486,0.296411671,0.287701369,0.191632302,0.28955738,0.291980855,0.354019721,0.298138091,0.205200721,0.293000952,92.41686505,0.005349481,92.41686505,0.0,0.0,3.692461967,0.206178904,34.7376399,0.598555326,291.9314699,193.116188,410.6255245,388.6580925
151673_visium_processed.h5ad,2890x15274,2890x15274,Leiden,all,0.2669614161511932,0.1966996671260462,0.2701385736000395,0.0754309575118565,0.1988454394784701,0.436482657054981,0.4025527964384344,0.4421324233356877,0.1583985960638475,0.3206247060273255,0.434324592733393,0.3982751624985521,0.4399892569737383,0.1547550195840175,0.318340597333614,0.455305226233721,0.4904236911446721,0.4599322934412349,0.1688347458392893,0.3259153409158836,89.6952439249275,0.020993678109622,89.6952439249275,0.0,0.0,6.338472127914429,0.4720308780670166,106.07999849319458,1.9982881546020508,749.367377281189,589.6334705352783,1235.7471323013306,1159.4113845825195
151674_visium_processed.h5ad,3197x17130,3197x2000,Leiden,2000,0.211243311,0.120226131,0.203227859,0.194334998,0.232221935,0.333954563,0.273219137,0.321981001,0.312558301,0.329280002,0.331625859,0.26694628,0.319289649,0.309686627,0.326357743,0.344552338,0.352383744,0.335452631,0.346727838,0.353548696,89.54601189,0.239271192,89.54601189,0.0,0.0,2.570219994,0.080025434,17.38768435,0.286882401,104.5165548,85.39044189,178.9821692,167.8691244
151674_visium_processed.h5ad,3197x17130,3197x5000,Leiden,5000,0.277790363,0.160747308,0.255167826,0.185313815,0.273633346,0.396244579,0.340010412,0.36688378,0.306733675,0.339292859,0.394181787,0.334892198,0.364721727,0.303807576,0.336750248,0.417058299,0.437159697,0.386330796,0.336949161,0.363275014,88.62391617,0.135014076,88.62391617,0.0,0.0,4.412832975,0.226113558,39.45149684,0.624666929,330.1334295,213.6106491,444.9829531,416.0333624
151674_visium_processed.h5ad,3197x17130,3197x17130,Leiden,all,0.332782928,0.195221576,0.333479964,0.174349604,0.245903082,0.464861886,0.429802479,0.465935847,0.294963713,0.384888737,0.462847621,0.425426705,0.463925126,0.291504163,0.382067222,0.507861608,0.554498724,0.508915093,0.341300366,0.433065169,5.510310472,0.151817022,5.510310472,0.0,0.0,8.2454319,0.763170004,135.2581475,2.340830564,927.0403652,731.4784145,1484.969079,1366.142531
151675_visium_processed.h5ad,2081x15148,2081x2000,Leiden,2000,0.272843373,0.172541622,0.294861073,0.276298736,0.439496514,0.37818949,0.344070596,0.400829485,0.4155358,0.499613385,0.375179932,0.337403923,0.398359237,0.411605171,0.497132962,0.390184151,0.432642568,0.402514582,0.466724417,0.505700499,91.64769342,0.209034118,91.64769342,0.0,0.0,1.428117037,0.075438738,12.56917167,0.215581656,68.44103813,55.59002686,117.8919525,111.3536348
151675_visium_processed.h5ad,2081x15148,2081x5000,Leiden,5000,0.414229907,0.168676743,0.402489089,0.218106899,0.326299636,0.435417461,0.377398986,0.431193213,0.38513251,0.464593677,0.433439573,0.37140118,0.429200337,0.380746009,0.462372809,0.411215455,0.466381565,0.407187502,0.451476338,0.463908415,90.28454589,0.10037482,90.28454589,0.0,0.0,2.106391191,0.120203257,24.98895359,0.4231143,198.0318213,138.9688187,292.3347969,274.8721838
151675_visium_processed.h5ad,2081x15148,2081x15148,Leiden,all,0.4464523765176841,0.2550128782521246,0.422043761573801,0.2348017931538873,0.354298977332644,0.5356245710642925,0.4837382112847059,0.5048343598806502,0.3898783508533786,0.4791706267513823,0.5337057221939606,0.4791579084185318,0.5021398102502195,0.3851593270286745,0.4766740586735069,0.5367402268462133,0.597255148244822,0.5407474222468742,0.4650223473607381,0.4979434798811124,87.35684574063855,0.1234844869401339,87.35684574063855,0.0,0.0,3.869794607162476,0.3189113140106201,71.96699595451355,1.2766640186309814,524.5972700119019,421.152271270752,871.276629447937,811.269606590271
151676_visium_processed.h5ad,2220x15434,2220x2000,Leiden,2000,0.255108264,0.160964671,0.249917239,0.255966407,0.290880498,0.367609401,0.329871151,0.36347607,0.357897915,0.388666957,0.364266449,0.323502196,0.360107041,0.354261398,0.385923114,0.381955861,0.412907348,0.377451331,0.393252891,0.40214642,91.1452027,0.051238739,91.1452027,0.0,0.0,1.589405775,0.06404233,13.09189439,0.213230371,72.9435339,59.30172729,125.4139147,118.2653313
151676_visium_processed.h5ad,2220x15434,2220x5000,Leiden,5000,0.334843422,0.157604926,0.288384455,0.250650514,0.259680872,0.430192335,0.359582234,0.419190902,0.361432116,0.393394311,0.427292677,0.353585256,0.416236856,0.358219068,0.390248629,0.459606951,0.4549873,0.44808898,0.389729673,0.413941121,89.84120721,0.031144144,89.84120721,0.0,0.0,2.432356119,0.121040821,26.22833538,0.441650629,213.4487677,148.3889542,311.1007318,292.0844364
151676_visium_processed.h5ad,2220x15434,2220x15434,Leiden,all,0.3743650166738159,0.2307190006660127,0.3835955171827705,0.2308575596378488,0.2658928601731306,0.5292255706085284,0.454598654542346,0.5301284278073715,0.348099352608959,0.4102801531898122,0.526858828367304,0.4491592997094534,0.5274795608367295,0.3436908961173309,0.4072502353184212,0.5711274107569629,0.5784927397456647,0.5852140014114158,0.4019662120465678,0.4347186790705213,86.43503228510356,0.0809841849105811,86.43503228510356,0.0,0.0,4.340993404388428,0.3403606414794922,79.65582180023193,1.4350364208221436,571.3568315505981,457.74500465393066,942.1915893554688,874.5244140625
BRCA1_visium_processed.h5ad,3169x18986,3169x2000,Leiden,2000,0.161196084,0.075359464,0.172688889,0.177834113,0.189639235,0.286609766,0.235936055,0.298969567,0.361300643,0.360158737,0.284564568,0.232027502,0.297108155,0.359144929,0.357945947,0.399198325,0.390133311,0.408202943,0.544297371,0.530484602,80.38808772,0.378053014,80.38808772,0.0,0.0,2.599162102,0.108969688,19.25596714,0.287785053,103.4580965,84.64276123,168.5556841,153.115963
BRCA1_visium_processed.h5ad,3169x18986,3169x5000,Leiden,5000,0.143529183,0.092746987,0.142041528,0.182920185,0.19131272,0.314241313,0.272985385,0.318068737,0.365929212,0.365721957,0.311677362,0.269144256,0.315631111,0.363491653,0.363367921,0.461367857,0.454905256,0.456779467,0.55842328,0.540985654,79.83952035,0.454496687,79.83952035,0.0,0.0,4.284454584,0.202844381,42.49775386,0.652804136,326.4008188,211.7414474,419.8434877,380.5346823
BRCA1_visium_processed.h5ad,3169x18986,3169x18986,Leiden,all,0.183107529,0.08811111,0.183107529,0.140388313,0.191103157,0.379979851,0.315904513,0.379979851,0.329161224,0.378261087,0.377563482,0.311447591,0.377563482,0.326390088,0.375879311,0.570147036,0.555887114,0.570147036,0.522328961,0.575289197,1.828646489,1.263131988,1.828646489,0.0,0.0,8.597946405,0.81671524,155.7914648,2.753320456,1008.62416,803.6191463,1532.987557,1353.21925
Mouse_Emb_MOSTA_visium_processed.h5ad,5889x20055,5889x2000,Leiden,2000,0.313913497,0.246721158,0.315385352,0.225540138,0.308385263,0.576945594,0.574152571,0.58939511,0.435591114,0.474528206,0.574757716,0.569653679,0.586864115,0.431649807,0.471714285,0.626206248,0.722608186,0.663849406,0.491812562,0.49959258,79.01621668,0.345984038,79.01621668,0.0,0.0,7.088268995,0.124783993,32.57992911,0.445077181,191.4512959,157.4154816,310.6430407,280.6385489
Mouse_Emb_MOSTA_visium_processed.h5ad,5889x20055,5889x5000,Leiden,5000,0.3604649916107378,0.2621563649668124,0.3604649916107378,0.222367887487915,0.2794306446790566,0.6556979377765201,0.6314691624859495,0.6556979377765201,0.497322178221647,0.4802752030081748,0.6534708216636181,0.6271373048294873,0.6534708216636181,0.4932931178601409,0.4771932503201394,0.7479365517505147,0.8125686456025726,0.7479365517505147,0.5959066087177873,0.527934315554865,79.45646799116997,0.8771506197996264,79.45646799116997,0.0,0.0,8.77140188217163,0.3517100811004638,76.75939869880676,1.2578134536743164,462.2180185317993,393.3211898803711,778.3656511306763,704.2968711853027
Mouse_Emb_MOSTA_visium_processed.h5ad,5889x20055,5889x20055,Leiden,all,0.341344293,0.227434608,0.354538729,0.181254253,0.253278786,0.668713319,0.629343852,0.673955052,0.482327641,0.46864639,0.665930507,0.62379457,0.671324956,0.477203163,0.465175901,0.803131245,0.838242348,0.804149491,0.601524494,0.530109348,9.394580153,2.337928821,9.394580153,0.0,0.0,28.81300616,2.2575984,306.3378179,8.02235055,2085.972024,1577.033418,3169.660647,2896.580193
